year,region,site,rep,microsite,D1,D2,H,abundance,richness
2015,Mojave,2.2,4,open,,,,4,2
2015,Mojave,2.2,5,open,,,,1,1
2015,Mojave,2.2,6,open,,,,0,0
2015,Mojave,2.2,7,open,,,,0,0
2015,Mojave,2.2,8,open,,,,8,2
2015,Mojave,2.2,9,open,,,,17,2
2015,Mojave,2.2,10,open,,,,0,0
2015,Mojave,2.2,11,open,,,,9,3
2015,Mojave,2.2,12,open,,,,9,3
2015,Mojave,2.2,13,open,,,,6,1
2015,Mojave,2.2,14,open,,,,6,2
2015,Mojave,2.2,15,open,,,,16,3
2015,Mojave,2.1,1,open,,,,5,2
2015,Mojave,2.1,2,open,,,,13,4
2015,Mojave,2.1,3,open,,,,22,2
2015,Mojave,2.1,4,open,,,,16,4
2015,Mojave,2.1,5,open,,,,12,3
2015,Mojave,2.1,6,open,,,,3,1
2015,Mojave,2.1,7,open,,,,6,2
2015,Mojave,2.1,8,open,,,,18,2
2015,Mojave,2.1,9,open,,,,5,2
2015,Mojave,2.1,10,open,,,,2,1
2015,Mojave,2.1,11,open,,,,0,0
2015,Mojave,2.1,12,open,,,,5,2
2015,Mojave,2.1,13,open,,,,6,3
2015,Mojave,2.1,14,open,,,,4,2
2015,Mojave,2.1,15,open,,,,3,2
2015,Mojave,2.5,1,shrub,1.18,1.02,1.16,13,3
2015,Mojave,2.5,2,shrub,2.84,2.34,2.43,29,4
2015,Mojave,2.5,3,shrub,0.76,0.79,0.81,15,3
2015,Mojave,2.5,4,shrub,3.84,3.34,1.96,19,1
2015,Mojave,2.5,5,shrub,4.82,1.88,1.86,27,4
2015,Mojave,2.5,6,shrub,3.48,2.53,1.56,51,2
2015,Mojave,2.5,7,shrub,2.87,2.31,1.17,37,2
2015,Mojave,2.5,8,shrub,2.55,3.32,1.74,20,3
2015,Mojave,2.5,9,shrub,1.97,1.66,1.45,38,3
2015,Mojave,2.5,10,shrub,1.23,1.09,0.89,41,6
2015,Mojave,2.5,11,shrub,2.79,2.98,1.52,33,2
2015,Mojave,2.5,12,shrub,2.12,1.63,1.36,45,2
2015,Mojave,2.5,13,shrub,2.58,2.57,1.62,30,1
2015,Mojave,2.5,14,shrub,2.48,2.14,1.63,24,3
2015,Mojave,2.5,15,shrub,2.22,2.36,1.66,14,4
2015,Mojave,2.4,1,shrub,2.17,1.7,1.93,27,5
2015,Mojave,2.4,2,shrub,3.26,2.45,1.32,61,6
2015,Mojave,2.4,3,shrub,4.16,3.87,2.56,63,5
2015,Mojave,2.4,4,shrub,2.3,2.03,1.13,43,5
2015,Mojave,2.4,5,shrub,2.49,2.38,1.86,57,5
2015,Mojave,2.4,6,shrub,4.03,4.35,1.96,103,3
2015,Mojave,2.4,7,shrub,1.87,2.05,1.88,42,6
2015,Mojave,2.4,8,shrub,4.92,3.54,2.22,65,4
2015,Mojave,2.4,9,shrub,1.03,1,0.86,3,3
2015,Mojave,2.4,10,shrub,3.78,5.17,2.97,51,4
2015,Mojave,2.4,11,shrub,2.97,2.38,1.72,59,4
2015,Mojave,2.4,12,shrub,2.11,1.59,1.02,52,5
2015,Mojave,2.4,13,shrub,2.72,2.15,1.61,33,4
2015,Mojave,2.4,14,shrub,2.23,3.36,1.63,41,6
2015,Mojave,2.4,15,shrub,1.94,2.36,1.65,38,5
2015,Mojave,2.3,1,shrub,1.69,1.57,1.63,5,2
2015,Mojave,2.3,2,shrub,2.54,1.84,1.68,5,3
2015,Mojave,2.3,3,shrub,1.85,1.03,0.7,10,3
2015,Mojave,2.3,4,shrub,1.18,0.94,1.34,14,3
2015,Mojave,2.3,5,shrub,0.69,0.56,0.57,0,0
2015,Mojave,2.3,6,shrub,1.07,1.12,0.86,29,4
2015,Mojave,2.3,7,shrub,0.74,0.42,0.51,28,4
2015,Mojave,2.3,8,shrub,1.14,0.88,0.68,12,6
2015,Mojave,2.3,9,shrub,3.25,2.82,2.04,12,3
2015,Mojave,2.3,10,shrub,1.76,1.82,1.31,16,3
2015,Mojave,2.3,11,shrub,2.24,1.83,1.49,27,3
2015,Mojave,2.3,12,shrub,0.79,0.87,0.76,7,2
2015,Mojave,2.3,13,shrub,1.84,1.34,1.35,16,3
2015,Mojave,2.3,14,shrub,2.83,2.51,1.98,15,3
2015,Mojave,2.3,15,shrub,4.35,3.96,1.89,104,2
2015,Mojave,2.2,1,shrub,1.26,1.28,0.74,8,1
2015,Mojave,2.2,2,shrub,1.87,1.66,0.89,13,1
2015,Mojave,2.2,3,shrub,0.85,0.73,1.09,15,2
2015,Mojave,2.2,4,shrub,2.08,2.72,1.47,19,2
2015,Mojave,2.2,5,shrub,1.92,2.07,1.46,11,1
2015,Mojave,2.2,6,shrub,2.44,1.05,0.94,15,2
2015,Mojave,2.2,7,shrub,1.33,1.26,1.27,11,3
2015,Mojave,2.2,8,shrub,1.39,1.46,0.88,20,2
2015,Mojave,2.2,9,shrub,1.14,1.18,0.68,8,1
2015,Mojave,2.2,10,shrub,1.28,1.22,0.88,24,3
2015,Mojave,2.2,11,shrub,1.45,1.75,1.05,10,2
2015,Mojave,2.2,12,shrub,1.72,1.19,1.08,21,3
2015,Mojave,2.2,13,shrub,1.81,1.37,1.06,21,3
2015,Mojave,2.2,14,shrub,1.36,1.1,1.34,13,2
2015,Mojave,2.2,15,shrub,1.64,1.73,1.03,25,2
2015,Mojave,2.1,1,shrub,2.35,1.93,1.38,5,2
2015,Mojave,2.1,2,shrub,2.91,2.76,2.07,0,0
2015,Mojave,2.1,3,shrub,2.02,1.74,1.35,20,1
2015,Mojave,2.1,4,shrub,1.25,1.05,0.84,8,3
2015,Mojave,2.1,5,shrub,1.27,1.48,1.22,8,2
2015,Mojave,2.1,6,shrub,1.46,1.28,0.98,3,2
2015,Mojave,2.1,7,shrub,1.12,1.19,0.88,39,2
2015,Mojave,2.1,8,shrub,1.63,1.88,1.06,32,2
2015,Mojave,2.1,9,shrub,1.48,1.41,0.92,7,3
2015,Mojave,2.1,10,shrub,2.34,2.36,1.45,10,2
2015,Mojave,2.1,11,shrub,1.01,0.68,0.91,7,3
2015,Mojave,2.1,12,shrub,0.73,0.93,1.28,9,2
2015,Mojave,2.1,13,shrub,0.44,0.63,0.62,2,1
2015,Mojave,2.1,14,shrub,3.14,2.34,1.66,0,0
2015,Mojave,2.1,15,shrub,0.44,0.39,0.48,8,2
2015,Panoche,1.3,1,open,,,,256,3
2015,Panoche,1.3,2,open,,,,170,3
2015,Panoche,1.3,3,open,,,,126,4
2015,Panoche,1.3,4,open,,,,175,1
2015,Panoche,1.3,5,open,,,,136,2
2015,Panoche,1.3,6,open,,,,96,1
2015,Panoche,1.3,7,open,,,,152,2
2015,Panoche,1.3,8,open,,,,175,3
2015,Panoche,1.3,9,open,,,,170,4
2015,Panoche,1.3,10,open,,,,156,2
2015,Panoche,1.3,11,open,,,,188,2
2015,Panoche,1.3,12,open,,,,208,2
2015,Panoche,1.3,13,open,,,,113,3
2015,Panoche,1.3,14,open,,,,222,2
2015,Panoche,1.3,15,open,,,,147,3
2015,Panoche,1.2,1,open,,,,71,4
2015,Panoche,1.2,2,open,,,,87,4
2015,Panoche,1.2,3,open,,,,76,4
2015,Panoche,1.2,4,open,,,,100,4
2015,Panoche,1.2,5,open,,,,71,4
2015,Panoche,1.2,6,open,,,,38,4
2015,Panoche,1.2,7,open,,,,61,4
2015,Panoche,1.2,8,open,,,,72,4
2015,Panoche,1.2,9,open,,,,38,3
2015,Panoche,1.2,10,open,,,,59,4
2015,Panoche,1.2,11,open,,,,38,3
2015,Panoche,1.2,12,open,,,,108,4
2015,Panoche,1.2,13,open,,,,53,4
2015,Panoche,1.2,14,open,,,,46,4
2015,Panoche,1.2,15,open,,,,49,4
2015,Panoche,1.1,1,open,,,,260,3
2015,Panoche,1.1,2,open,,,,224,3
2015,Panoche,1.1,3,open,,,,142,3
2015,Panoche,1.1,4,open,,,,164,3
2015,Panoche,1.1,5,open,,,,206,3
2015,Panoche,1.1,6,open,,,,260,3
2015,Panoche,1.1,7,open,,,,284,4
2015,Panoche,1.1,8,open,,,,182,3
2015,Panoche,1.1,9,open,,,,274,3
2015,Panoche,1.1,10,open,,,,122,3
2015,Panoche,1.1,11,open,,,,271,3
2015,Panoche,1.1,12,open,,,,222,3
2015,Panoche,1.1,13,open,,,,290,3
2015,Panoche,1.1,14,open,,,,210,3
2015,Panoche,1.1,15,open,,,,175,3
2015,Panoche,1.3,1,shrub,4.11,3.28,1.95,247,2
2015,Panoche,1.3,2,shrub,2.9,3.17,1.51,141,2
2015,Panoche,1.3,3,shrub,3.22,2.38,1.84,263,2
2015,Panoche,1.3,4,shrub,1.65,1.77,1.37,126,3
2015,Panoche,1.3,5,shrub,3.34,2.35,1.48,182,2
2015,Panoche,1.3,6,shrub,3.02,3.23,1.74,257,3
2015,Panoche,1.3,7,shrub,3.99,4.08,1.6,204,1
2015,Panoche,1.3,8,shrub,2.42,2.47,1.4,184,2
2015,Panoche,1.3,9,shrub,3.41,3.17,1.55,142,1
2015,Panoche,1.3,10,shrub,3.43,2.73,1.83,155,1
2015,Panoche,1.3,11,shrub,4.21,4.39,1.71,208,1
2015,Panoche,1.3,12,shrub,5.76,5.43,2.16,213,2
2015,Panoche,1.3,13,shrub,2.07,3.2,0.76,78,3
2015,Panoche,1.3,14,shrub,2.55,2.27,0.98,193,2
2015,Panoche,1.3,15,shrub,1.65,1.16,0.62,127,4
2015,Panoche,1.2,1,shrub,2.38,3.28,1.25,31,3
2015,Panoche,1.2,2,shrub,2.76,2.7,1.26,160,3
2015,Panoche,1.2,3,shrub,2.44,1.98,1.02,132,4
2015,Panoche,1.2,4,shrub,2.59,2.76,1.43,121,3
2015,Panoche,1.2,5,shrub,2.7,3.2,1.14,104,4
2015,Panoche,1.2,6,shrub,2.74,3,1.1,90,3
2015,Panoche,1.2,7,shrub,1.39,1.4,0.82,114,4
2015,Panoche,1.2,8,shrub,2.01,1.94,1.16,140,3
2015,Panoche,1.2,9,shrub,1.86,2,1.34,85,4
2015,Panoche,1.2,10,shrub,2.04,1.97,0.98,100,4
2015,Panoche,1.2,11,shrub,2.39,2.8,1.04,122,3
2015,Panoche,1.2,12,shrub,1.33,2.33,0.94,65,3
2015,Panoche,1.2,13,shrub,2.41,2.33,0.64,117,4
2015,Panoche,1.2,14,shrub,2.64,2.85,1.34,186,2
2015,Panoche,1.2,15,shrub,2.68,2.33,1.16,136,4
2015,Panoche,1.1,1,shrub,2.1,2.1,1.2,234,1
2015,Panoche,1.1,2,shrub,1.9,1.7,1.3,150,2
2015,Panoche,1.1,3,shrub,2.23,2.4,1.12,166,1
2015,Panoche,1.1,4,shrub,2.63,2.9,1.07,212,1
2015,Panoche,1.1,5,shrub,0.96,1.07,0.81,250,3
2015,Panoche,1.1,6,shrub,3.25,2.2,1.3,248,1
2015,Panoche,1.1,7,shrub,3.05,2.5,0.9,342,3
2015,Panoche,1.1,8,shrub,2.95,1.6,1.1,216,2
2015,Panoche,1.1,9,shrub,2.45,2.3,1.15,210,2
2015,Panoche,1.1,10,shrub,2.3,2.5,1.3,166,1
2015,Panoche,1.1,11,shrub,1.6,1.45,1.3,284,2
2015,Panoche,1.1,12,shrub,1.8,1.4,0.9,220,1
2015,Panoche,1.1,13,shrub,1.9,2,1.05,172,2
2015,Panoche,1.1,14,shrub,1.85,2.05,1.1,194,1
2015,Panoche,1.1,15,shrub,2.8,2.75,1.2,228,1
2014,Mojave,2.5,1,open,,,,4,2
2014,Mojave,2.5,2,open,,,,7,2
2014,Mojave,2.5,3,open,,,,8,2
2014,Mojave,2.5,4,open,,,,0,0
2014,Mojave,2.5,5,open,,,,13,3
2014,Mojave,2.5,6,open,,,,0,0
2014,Mojave,2.5,7,open,,,,2,1
2014,Mojave,2.5,8,open,,,,15,2
2014,Mojave,2.5,9,open,,,,15,4
2014,Mojave,2.5,10,open,,,,5,3
2014,Mojave,2.5,11,open,,,,3,2
2014,Mojave,2.5,12,open,,,,8,3
2014,Mojave,2.5,13,open,,,,1,1
2014,Mojave,2.5,14,open,,,,1,1
2014,Mojave,2.5,15,open,,,,0,0
2014,Mojave,2.4,1,open,,,,6,4
2014,Mojave,2.4,2,open,,,,28,2
2014,Mojave,2.4,3,open,,,,28,4
2014,Mojave,2.4,4,open,,,,3,1
2014,Mojave,2.4,5,open,,,,6,1
2014,Mojave,2.4,6,open,,,,17,3
2014,Mojave,2.4,7,open,,,,2,1
2014,Mojave,2.4,8,open,,,,22,2
2014,Mojave,2.4,9,open,,,,28,2
2014,Mojave,2.4,10,open,,,,19,4
2014,Mojave,2.4,11,open,,,,22,3
2014,Mojave,2.4,12,open,,,,39,4
2014,Mojave,2.4,13,open,,,,32,3
2014,Mojave,2.4,14,open,,,,8,2
2014,Mojave,2.4,15,open,,,,3,2
2014,Mojave,2.3,1,open,,,,1,1
2014,Mojave,2.3,2,open,,,,15,3
2014,Mojave,2.3,3,open,,,,4,2
2014,Mojave,2.3,4,open,,,,4,1
2014,Mojave,2.3,5,open,,,,9,3
2014,Mojave,2.3,6,open,,,,1,1
2014,Mojave,2.3,7,open,,,,1,1
2014,Mojave,2.3,8,open,,,,3,2
2014,Mojave,2.3,9,open,,,,5,2
2014,Mojave,2.3,10,open,,,,4,2
2014,Mojave,2.3,11,open,,,,5,2
2014,Mojave,2.3,12,open,,,,0,15
2014,Mojave,2.3,13,open,,,,14,3
2014,Mojave,2.3,14,open,,,,0,0
2014,Mojave,2.3,15,open,,,,0,0
2014,Mojave,2.2,1,open,,,,29,3
2014,Mojave,2.2,2,open,,,,8,2
2014,Mojave,2.2,3,open,,,,23,3
2014,Mojave,2.2,4,open,,,,12,3
2014,Mojave,2.2,5,open,,,,31,4
2014,Mojave,2.2,6,open,,,,28,3
2014,Mojave,2.2,7,open,,,,2,2
2014,Mojave,2.2,8,open,,,,13,3
2014,Mojave,2.2,9,open,,,,0,0
2014,Mojave,2.2,10,open,,,,11,2
2014,Mojave,2.2,11,open,,,,0,0
2014,Mojave,2.2,12,open,,,,16,3
2014,Mojave,2.2,13,open,,,,4,2
2014,Mojave,2.2,14,open,,,,14,3
2014,Mojave,2.2,15,open,,,,15,2
2014,Mojave,2.1,1,open,,,,16,2
2014,Mojave,2.1,2,open,,,,45,3
2014,Mojave,2.1,3,open,,,,53,1
2014,Mojave,2.1,4,open,,,,49,1
2014,Mojave,2.1,5,open,,,,40,3
2014,Mojave,2.1,6,open,,,,43,2
2014,Mojave,2.1,7,open,,,,27,3
2014,Mojave,2.1,8,open,,,,18,2
2014,Mojave,2.1,9,open,,,,33,2
2014,Mojave,2.1,10,open,,,,39,1
2014,Mojave,2.1,11,open,,,,20,3
2014,Mojave,2.1,12,open,,,,28,2
2014,Mojave,2.1,13,open,,,,28,2
2014,Mojave,2.1,14,open,,,,29,1
2014,Mojave,2.1,15,open,,,,17,3
2014,Mojave,2.5,1,shrub,2.03,2.01,1.5,53,3
2014,Mojave,2.5,2,shrub,2.45,2.5,1.82,67,4
2014,Mojave,2.5,3,shrub,1.8,1.9,1.2,44,5
2014,Mojave,2.5,4,shrub,2.4,2.62,2.4,75,4
2014,Mojave,2.5,5,shrub,3.2,2.4,2.3,59,6
2014,Mojave,2.5,6,shrub,2.5,2.4,1.62,48,5
2014,Mojave,2.5,7,shrub,3.2,2.5,2.15,22,6
2014,Mojave,2.5,8,shrub,2.7,2.4,1.95,32,2
2014,Mojave,2.5,9,shrub,3,3.1,3.4,43,4
2014,Mojave,2.5,10,shrub,3.9,3.5,2.05,72,5
2014,Mojave,2.5,11,shrub,2.5,2.45,1.4,21,5
2014,Mojave,2.5,12,shrub,1.35,1.4,1.45,33,5
2014,Mojave,2.5,13,shrub,2.7,2.4,1.1,25,6
2014,Mojave,2.5,14,shrub,1.2,1.45,1.1,70,6
2014,Mojave,2.5,15,shrub,4.9,4.3,1.95,18,6
2014,Mojave,2.4,1,shrub,4.6,4.1,1.9,75,6
2014,Mojave,2.4,2,shrub,2.6,1.75,0.155,90,10
2014,Mojave,2.4,3,shrub,1.5,1,0.98,68,6
2014,Mojave,2.4,4,shrub,2.3,2.4,2.4,58,6
2014,Mojave,2.4,5,shrub,2.1,1.7,1.85,58,6
2014,Mojave,2.4,6,shrub,2.1,2.6,1.75,42,7
2014,Mojave,2.4,7,shrub,2.35,1.6,1.45,49,5
2014,Mojave,2.4,8,shrub,2.15,2.2,1.3,93,7
2014,Mojave,2.4,9,shrub,1.95,1.85,1.7,79,6
2014,Mojave,2.4,10,shrub,1.55,1.6,1.2,39,4
2014,Mojave,2.4,11,shrub,0.95,2.6,1.2,65,5
2014,Mojave,2.4,12,shrub,2.2,2.2,1.75,49,6
2014,Mojave,2.4,13,shrub,2.9,2.3,1.8,50,4
2014,Mojave,2.4,14,shrub,2.4,2.6,1.45,48,5
2014,Mojave,2.4,15,shrub,3.05,5,1.6,52,7
2014,Mojave,2.3,1,shrub,2.5,2.05,1.3,27,3
2014,Mojave,2.3,2,shrub,1.65,1.3,1.2,19,4
2014,Mojave,2.3,3,shrub,2.06,2.5,1,37,5
2014,Mojave,2.3,4,shrub,1.2,1.1,1.05,29,5
2014,Mojave,2.3,5,shrub,2.3,1.7,1.8,47,5
2014,Mojave,2.3,6,shrub,2.1,1,0.8,13,4
2014,Mojave,2.3,7,shrub,0.84,0.55,0.6,0,0
2014,Mojave,2.3,8,shrub,1.5,1.4,0.65,9,3
2014,Mojave,2.3,9,shrub,0.72,0.5,0.4,15,3
2014,Mojave,2.3,10,shrub,0.88,0.3,0.75,38,5
2014,Mojave,2.3,11,shrub,1.05,1.1,0.5,43,4
2014,Mojave,2.3,12,shrub,1.8,2.15,1.63,15,4
2014,Mojave,2.3,13,shrub,2,1.3,1.4,37,6
2014,Mojave,2.3,14,shrub,1.7,2.07,1.53,69,6
2014,Mojave,2.3,15,shrub,0.95,0.9,0.65,28,4
2014,Mojave,2.2,1,shrub,1.65,1.5,0.9,41,4
2014,Mojave,2.2,2,shrub,2.3,1.7,0.95,37,3
2014,Mojave,2.2,3,shrub,2.75,2.5,1.85,45,4
2014,Mojave,2.2,4,shrub,1.4,1.05,1.2,47,4
2014,Mojave,2.2,5,shrub,1.89,1.7,1.85,48,4
2014,Mojave,2.2,6,shrub,1.4,1.4,0.65,38,4
2014,Mojave,2.2,7,shrub,1.22,1.25,1.3,47,4
2014,Mojave,2.2,8,shrub,2,1.8,1.25,40,4
2014,Mojave,2.2,9,shrub,1.3,1.4,1.45,20,3
2014,Mojave,2.2,10,shrub,1.63,1.8,1.3,41,3
2014,Mojave,2.2,11,shrub,1.1,1.2,0.85,32,3
2014,Mojave,2.2,12,shrub,0.9,1,0.6,25,4
2014,Mojave,2.2,13,shrub,1.13,0.77,0.6,18,4
2014,Mojave,2.2,14,shrub,1.15,1,0.73,7,2
2014,Mojave,2.2,15,shrub,1.8,0.9,0.88,43,4
2014,Mojave,2.1,1,shrub,1.45,1.51,1.6,37,1
2014,Mojave,2.1,2,shrub,2.21,1.5,1.9,21,3
2014,Mojave,2.1,3,shrub,0.75,0.7,1,37,3
2014,Mojave,2.1,4,shrub,0.4,0.4,0.3,40,4
2014,Mojave,2.1,5,shrub,1.7,1.4,1.4,23,3
2014,Mojave,2.1,6,shrub,1.3,1.3,1.45,33,2
2014,Mojave,2.1,7,shrub,1.7,1.3,1.5,23,2
2014,Mojave,2.1,8,shrub,1.8,2,1.5,17,1
2014,Mojave,2.1,9,shrub,1.4,1,1.25,25,2
2014,Mojave,2.1,10,shrub,1.45,1.31,1.35,33,2
2014,Mojave,2.1,11,shrub,1.5,1.25,1.4,25,3
2014,Mojave,2.1,12,shrub,1.5,1.4,1.45,13,2
2014,Mojave,2.1,13,shrub,1.75,1.4,1.4,8,1
2014,Mojave,2.1,14,shrub,1,1.1,1.1,39,3
2014,Mojave,2.1,15,shrub,1.4,1.58,1.2,31,2
2014,Panoche,1.3,1,open,,,,198,2
2014,Panoche,1.3,2,open,,,,210,3
2014,Panoche,1.3,3,open,,,,110,4
2014,Panoche,1.3,4,open,,,,170,4
2014,Panoche,1.3,5,open,,,,94,5
2014,Panoche,1.3,6,open,,,,110,3
2014,Panoche,1.3,7,open,,,,120,3
2014,Panoche,1.3,8,open,,,,92,4
2014,Panoche,1.3,9,open,,,,64,3
2014,Panoche,1.3,10,open,,,,38,4
2014,Panoche,1.3,11,open,,,,66,5
2014,Panoche,1.3,12,open,,,,64,4
2014,Panoche,1.3,13,open,,,,104,4
2014,Panoche,1.3,14,open,,,,48,3
2014,Panoche,1.3,15,open,,,,88,4
2014,Panoche,1.2,1,open,,,,42,4
2014,Panoche,1.2,2,open,,,,104,4
2014,Panoche,1.2,3,open,,,,74,3
2014,Panoche,1.2,4,open,,,,40,3
2014,Panoche,1.2,5,open,,,,78,4
2014,Panoche,1.2,6,open,,,,96,3
2014,Panoche,1.2,7,open,,,,88,4
2014,Panoche,1.2,8,open,,,,34,3
2014,Panoche,1.2,9,open,,,,32,3
2014,Panoche,1.2,10,open,,,,60,3
2014,Panoche,1.2,11,open,,,,28,4
2014,Panoche,1.2,12,open,,,,52,3
2014,Panoche,1.2,13,open,,,,72,4
2014,Panoche,1.2,14,open,,,,32,3
2014,Panoche,1.2,15,open,,,,83,4
2014,Panoche,1.1,1,open,,,,107,4
2014,Panoche,1.1,2,open,,,,118,3
2014,Panoche,1.1,3,open,,,,76,2
2014,Panoche,1.1,4,open,,,,60,3
2014,Panoche,1.1,5,open,,,,80,3
2014,Panoche,1.1,6,open,,,,58,3
2014,Panoche,1.1,7,open,,,,90,4
2014,Panoche,1.1,8,open,,,,40,3
2014,Panoche,1.1,9,open,,,,85,4
2014,Panoche,1.1,10,open,,,,84,3
2014,Panoche,1.1,11,open,,,,110,4
2014,Panoche,1.1,12,open,,,,106,3
2014,Panoche,1.1,13,open,,,,107,3
2014,Panoche,1.1,14,open,,,,76,4
2014,Panoche,1.1,15,open,,,,98,3
2014,Panoche,1.3,1,shrub,3.5,3.7,1.4,142,3
2014,Panoche,1.3,2,shrub,3.2,3.1,1.6,106,2
2014,Panoche,1.3,3,shrub,3.5,5.2,1.7,130,3
2014,Panoche,1.3,4,shrub,2.5,2.4,1,145,2
2014,Panoche,1.3,5,shrub,3.4,2.7,1.3,156,2
2014,Panoche,1.3,6,shrub,3.8,3,1.7,86,1
2014,Panoche,1.3,7,shrub,3.9,3.8,1.4,78,1
2014,Panoche,1.3,8,shrub,3.5,3.3,1.2,112,2
2014,Panoche,1.3,9,shrub,4.6,4.4,2,140,4
2014,Panoche,1.3,10,shrub,3.3,3.2,1.6,68,2
2014,Panoche,1.3,11,shrub,3,3.4,1.2,118,3
2014,Panoche,1.3,12,shrub,2.9,2.9,1.8,28,1
2014,Panoche,1.3,13,shrub,3.2,3.3,1.2,110,3
2014,Panoche,1.3,14,shrub,2.8,2.6,1,24,2
2014,Panoche,1.3,15,shrub,3.8,3.2,1.6,110,3
2014,Panoche,1.2,1,shrub,5.7,4.7,2,36,2
2014,Panoche,1.2,2,shrub,2.8,4.3,1.8,108,3
2014,Panoche,1.2,3,shrub,2,1.8,1.1,32,3
2014,Panoche,1.2,4,shrub,2.3,2.4,1.1,108,4
2014,Panoche,1.2,5,shrub,2.9,2.1,2.4,112,2
2014,Panoche,1.2,6,shrub,3.1,3.4,1.9,114,1
2014,Panoche,1.2,7,shrub,3.4,2.5,1.2,94,3
2014,Panoche,1.2,8,shrub,2.9,2.4,1.3,45,2
2014,Panoche,1.2,9,shrub,2.8,2.9,2.1,48,3
2014,Panoche,1.2,10,shrub,2.5,2.6,1.1,52,2
2014,Panoche,1.2,11,shrub,2.2,2.3,1.4,74,3
2014,Panoche,1.2,12,shrub,3.4,2.4,1.2,57,2
2014,Panoche,1.2,13,shrub,2.2,1.7,1.7,52,2
2014,Panoche,1.2,14,shrub,2,2.1,1.2,44,2
2014,Panoche,1.2,15,shrub,2,2,1.3,110,3
2014,Panoche,1.1,1,shrub,5.04,3.12,1.49,146,2
2014,Panoche,1.1,2,shrub,3.2,2.72,1.19,140,2
2014,Panoche,1.1,3,shrub,5.72,4.55,1.74,96,2
2014,Panoche,1.1,4,shrub,4.3,3.6,1.3,166,3
2014,Panoche,1.1,5,shrub,3,2.5,1.2,157,2
2014,Panoche,1.1,6,shrub,3.6,3.2,1.2,194,2
2014,Panoche,1.1,7,shrub,3.2,2.8,1.2,83,3
2014,Panoche,1.1,8,shrub,3.2,2.8,1.2,205,3
2014,Panoche,1.1,9,shrub,2.9,3,1.5,180,3
2014,Panoche,1.1,10,shrub,3,3.2,1.2,92,3
2014,Panoche,1.1,11,shrub,3.7,2.8,1.3,185,3
2014,Panoche,1.1,12,shrub,2.8,2.4,1.5,215,2
2014,Panoche,1.1,13,shrub,3,3.9,1.6,270,2
2014,Panoche,1.1,14,shrub,2.3,2.1,1.4,48,2
2014,Panoche,1.1,15,shrub,3.3,3.1,1.5,66,2
2013,Mojave,2.1,1,open,,,,25,3
2013,Mojave,2.1,2,open,,,,20,2
2013,Mojave,2.1,3,open,,,,10,2
2013,Mojave,2.1,4,open,,,,20,2
2013,Mojave,2.1,5,open,,,,5,1
2013,Mojave,2.1,6,open,,,,15,2
2013,Mojave,2.1,7,open,,,,5,1
2013,Mojave,2.1,8,open,,,,10,2
2013,Mojave,2.1,9,open,,,,20,2
2013,Mojave,2.1,10,open,,,,40,2
2013,Mojave,2.1,11,open,,,,5,2
2013,Mojave,2.1,12,open,,,,10,2
2013,Mojave,2.1,13,open,,,,10,2
2013,Mojave,2.1,14,open,,,,1,2
2013,Mojave,2.1,15,open,,,,5,1
2013,Mojave,2.2,1,open,,,,20,2
2013,Mojave,2.2,2,open,,,,10,2
2013,Mojave,2.2,3,open,,,,30,3
2013,Mojave,2.2,4,open,,,,20,2
2013,Mojave,2.2,5,open,,,,30,2
2013,Mojave,2.2,6,open,,,,5,2
2013,Mojave,2.2,7,open,,,,20,2
2013,Mojave,2.2,8,open,,,,5,2
2013,Mojave,2.2,9,open,,,,20,2
2013,Mojave,2.2,10,open,,,,30,3
2013,Mojave,2.2,11,open,,,,20,3
2013,Mojave,2.2,12,open,,,,40,3
2013,Mojave,2.2,13,open,,,,20,2
2013,Mojave,2.2,14,open,,,,5,1
2013,Mojave,2.2,15,open,,,,10,1
2013,Mojave,2.3,1,open,,,,0,0
2013,Mojave,2.3,2,open,,,,10,1
2013,Mojave,2.3,3,open,,,,0,0
2013,Mojave,2.3,4,open,,,,0,0
2013,Mojave,2.3,5,open,,,,10,3
2013,Mojave,2.3,6,open,,,,0,0
2013,Mojave,2.3,7,open,,,,0,0
2013,Mojave,2.3,8,open,,,,20,2
2013,Mojave,2.3,9,open,,,,10,1
2013,Mojave,2.3,10,open,,,,5,2
2013,Mojave,2.3,11,open,,,,15,2
2013,Mojave,2.3,12,open,,,,10,2
2013,Mojave,2.3,13,open,,,,30,2
2013,Mojave,2.3,14,open,,,,80,3
2013,Mojave,2.3,15,open,,,,20,2
2013,Mojave,2.4,1,open,,,,5,1
2013,Mojave,2.4,2,open,,,,5,1
2013,Mojave,2.4,3,open,,,,20,2
2013,Mojave,2.4,4,open,,,,20,3
2013,Mojave,2.4,5,open,,,,2,1
2013,Mojave,2.4,6,open,,,,15,1
2013,Mojave,2.4,7,open,,,,15,2
2013,Mojave,2.4,8,open,,,,5,1
2013,Mojave,2.4,9,open,,,,5,1
2013,Mojave,2.4,10,open,,,,10,1
2013,Mojave,2.4,11,open,,,,5,1
2013,Mojave,2.4,12,open,,,,30,2
2013,Mojave,2.4,13,open,,,,10,2
2013,Mojave,2.4,14,open,,,,5,2
2013,Mojave,2.4,15,open,,,,40,2
2013,Mojave,2.5,1,open,,,,0,0
2013,Mojave,2.5,2,open,,,,0,0
2013,Mojave,2.5,3,open,,,,0,0
